"x"
"1","感謝淑芬的姊妹、淑芬的爸爸媽媽、淑芬的阿公阿嬤及淑芬的弟弟妹妹通通支持淑芬"
"1062","食藥署或許還可以用隱私權為藉口,在林委員質詢時,拒絕公布\"鑫好公司進口多少工業用油\"!但是絕對----絕絕對對----不可以跟國民黨立委王育政利用質詢的時候,一搭一唱,保證\"這些問題油沒有進入食物鏈\"! 提出\"保證\"的官員和立委,該當如何?"
"1063","http://twly.herokuapp.com/vote/08-04-YS-11-013/
林委員，為什麼您投反對票，可以解釋一下嗎?"
"1064","為了保障我們消費者，應該把民法不當得利的精神納入食安法修法之中，把企業或財團所賺的黑心錢全部充公，並且要求賣家的商品遵守誠信，避免有混油、混米低等貨當高級貨在賣，一經發現確認一樣黑心錢也要全部充公，而罰緩與罰金的金錢的金額，訂實數幾百萬或幾千萬根本沒意義，應該直接以公司資本額的N倍如0.5~3倍來開罰才有效，才不會有訂太高會害中小企業罰到見血、見骨，訂太低只是給大財團或大企業捎癢的份！"
"1065","身為味全的一員、是不該再沉默了..........
在味全服務了27個年頭、歷經黃家及魏家的交替、卻在此感受冤屈.....
從去年大統油品事件起、味全公司一直是受害者、只是正義公司、頂新公司及味全公司董事長為同一人,而使味全公司遭受連累,背負莫須有的罪名~在此一一解釋分明:
(一) 大統油品事件:味全油品是由頂新製油公司代工的,哪知道頂新公司是向大統公司購買半成品後再分裝包裝轉賣給味全公司。(味全公司賣油每年皆虧損近千萬元)
(二) 強冠油品事件:經過大統油事件後,味全對原物料進或控管更嚴謹,原使用正義公司豬油因內含物未能符合味全標準而停用、也因此造成生產中斷近兩、三個月,在四月初才找到有GMP、ISO認證,且符合味全公司要求、但每公斤單價比正義公司貴6~8元,(不是外界揣測的自己旗下有製油公司不用,而去購買低價劣質油)怎會知道強冠公司是經由政府認證的大廠牌還是出包、基於大統油事件之鑑、當媒體報導強冠之時,檢調單位尚未查到下游廠商時、味全既及時通報衛福部、並主動全面下架相關產品、卻因為是第一個自首的而被罵的狗血淋頭
(三) 正義油品事件:正義是老闆的公司，味全沒投資也不是味全管理的公司。為何會發生食安事件，味全人真的不清楚。
(四) 味全公司只是頂新集團旗下的子公司、也是股票上市公司，有廣大的投資人，都是我們的老闆。味全員工有5仟人，有5仟個家庭。味全人自認沒有做虧心事，拜託各位親朋好友們不要再轉發抵制味全公司的文章。拜託大家了，感恩～"
"1066","身為味全的一員、是不該再沉默了..........
在味全服務了27個年頭、歷經黃家及魏家的交替、卻在此感受冤屈.....
從去年大統油品事件起、味全公司一直是受害者、只是正義公司、頂新公司及味全公司董事長為同一人,而使味全公司遭受連累,背負莫須有的罪名~在此一一解釋分明:
(一) 大統油品事件:味全油品是由頂新製油公司代工的,哪知道頂新公司是向大統公司購買半成品後再分裝包裝轉賣給味全公司。(味全公司賣油每年皆虧損近千萬元)
(二) 強冠油品事件:經過大統油事件後,味全對原物料進或控管更嚴謹,原使用正義公司豬油因內含物未能符合味全標準而停用、也因此造成生產中斷近兩、三個月,在四月初才找到有GMP、ISO認證,且符合味全公司要求、但每公斤單價比正義公司貴6~8元,(不是外界揣測的自己旗下有製油公司不用,而去購買低價劣質油)怎會知道強冠公司是經由政府認證的大廠牌還是出包、基於大統油事件之鑑、當媒體報導強冠之時,檢調單位尚未查到下游廠商時、味全既及時通報衛福部、並主動全面下架相關產品、卻因為是第一個自首的而被罵的狗血淋頭
(三) 正義油品事件:正義是老闆的公司，味全沒投資也不是味全管理的公司。為何會發生食安事件，味全人真的不清楚。
(四) 味全公司只是頂新集團旗下的子公司、也是股票上市公司，有廣大的投資人，都是我們的老闆。味全員工有5仟人，有5仟個家庭。味全人自認沒有做虧心事，拜託各位親朋好友們不要再轉發抵制味全公司的文章。拜託大家了，感恩～"
"1067","可惡的國民黨立委
連食安法案都搞小動作

民進黨版先投票，被否決。
http://vote.ly.g0v.tw/vote/08-04-YS-17-007/<U+22EF><U+22EF>
然後換國民黨版，也就是上面王貴玲FB截取的名單，通過。
http://vote.ly.g0v.tw/vote/08-04-YS-17-009/
兩版本的不同在於：
一、國民黨版叫作「食品安全保護基金」，民進黨認為這個基金並不是主動保護食品，安全而是消極求償作用，所以叫作「賠償信託基金」。
二、國民黨版內容只負責消費者求償，民進黨版包括中盤商求償。
三、民進黨版要求中央政府要設置求償窗口，國民黨版則否。
另外再補充一點，行政機關不可能勤勞到一個月就把食安基金開好，而當時食安法修法已經在最後階段，所以(2014.2.5)食安法修法三讀通過以後，不管前述決議結果為何，行政程序或法律效力上都會被蓋過去。
所以這是一場朝野雙方為了修食安法方向所進行的攻防。決議所代表的意義，每個人要怎麼解讀無所謂。但這種扭曲且只提供片面事實的手法，是對真正關心食安的立委進行的抹黑。如果看到這則錯誤訊息流竄到臉書，希望能協助澄清，謝謝。\"
評：
這段惡意誤導的訊息，
也在Line上面流傳！
請大家分享出去，
協助澄清！
[謠言] 為什麼食安法案民進黨和台聯黨全數反對呢??
https://www.ptt.cc/bbs/PublicIssue/M.1413021545.A.785.html

"
"1068","聽到台南市議員王定宇開講說:前幾天立委陳其邁說食安還有原子彈還沒爆發，其中就有一家食品大廠進口了很多工業用動物油，政府隨便查了一下，便以用於動物飼料結案，這家大廠在台南，負責人當過國民黨中常委。
 我自然想到，陳其邁王定宇所指的是統一企業及負責人高清愿才符合答案。

我想了一下，台南市是民進黨執政，市長賴清德，王定宇是台南市議員，可以直接馬上向台南市政府舉報，台南市政府有市長、經發局、環保局、衛生局、警察局都可以立即偵辦調查，陳其邁王定宇為何不?還到處爆料開講賺通告費兼等看戲心情呢?

 綠色執政的行事作風真的不一樣。
 台南府城議員的問政特色更是不一樣。"
"1069","剛忙得沒時間管小孩，
突然傳來先生帶小孩去跟阿公吃飯,
一個爸爸帶一個4歲一個8歲小孩在回家路上
被陌生男人攔阻下來
被指控他們三個妨礙他自由，
不讓他們回家，
還被派出所警員留置路邊調查，
還認真的要處理對方的控訴，
這是什麼情形？
對方像是特殊族群的人，
著草綠色軍武型的汗衫，
穿黑背心
左手臂有納粹章，衣服有13番的字眼
這是針對林淑芬而來的警告嗎？
我只好立即前來解決。
我們無懼無畏，
有種沖著我，
不要欺負我的家人!!"
"1070","林委員
辛苦你了

加油"
"1071","林委員加油
台灣的黑心食品恐不只在油品而已!
接二連三食用油事件 實在很難讓人相信台灣的黑心奸商只會在油品上動手腳，恐怕這會是系統性的黑心 舉凡能動手腳的大宗原物料都會有所疑慮

在以狗岷黨為核心的黑心包庇下 想查盡所有黑心食品自是難如登天 林委員加油......."
"1072","真正要打擊的不是這些黑心食品　
要打擊的是不肖商人　
官商勾結　
哪個政治人物不是為了政治獻金　
睜一隻眼閉一隻眼　　
說難聽點～　
每個生意人都為了賺錢～　
要你做生義賠錢你要嗎？　
我之前上班的那家公司就是啊～　
根本沒有品管～　
你們買的燈殼　
品質根本出問題　
可是你們有在注意嗎？　
根本沒有～　
結果呢？　
那老闆不願意在我職災車禍期間付出薪水～　
車禍第１０天把我勞健保退了　
讓我告上了勞工局　
後來獲得少數金額補償　
這事情也和解了～　
<U+7232>了我這個上班途中車禍　
還上了東森新聞　
結果呢？　
黑心老闆還是大有人在～　
說難聽點～　
民進黨不是不好　
是不夠團結　
如果民進黨可以整合現有資源　
團結勞工起來　
組一個勞工黨　
打擊這些不法情事　
說坦白的～　
還會得到不少選票～　
但是缺點就是會得罪不少老闆... 
希望這次民進黨有所作為 
 好好整頓一下台灣~ 
別讓下一代又受這些傷害 ~

還有~ 
我在上一個工作也是遇到不好老闆
上班3個月沒有給我投保勞健保 
在工地上班 月薪3萬上下

但是一天要做18小時
白天也做 晚上也做

這是做系統櫥櫃的老闆
黑心的要命
櫥櫃的材料有時候還買坑坑洞洞的來貼皮
組裝起來也常有問題
多次都讓工地驗收不過
黑心商品 食品 在台灣屢見不顯
但是有誰真正願意出來把關?

只是消極的作為 人家檢舉你們才辦理

我曾經投書勞工局時就有勞工局的人說~
別傻了啦~
要是我們主動撤查肯定得罪不少老闆

只有勞工權益受到嚴重剝奪
才會透過申訴來處理
我們也只是處理罷了~
真正這些黑心老闆 抓不完的...

我想起了以前的社會 作個生義 哪怕是雜貨店
虧本的生意還是有人作
因為雜貨店可以博暖感情
哪怕一個月賺8000-9000也好

但是現在有嗎?
財團壟斷~
7-11  全家  一間一間開
結果失去的是啥?

這次魏家鬧得那麼大~
大家在臉書發動拒買
但是我老是經過全家
還是有人要去買啊~

真正可以把他們趕出去嗎?
根本不可能...

這些都不能怪他們
是台灣教育的失敗
是民眾縱容的結果

 而這些行為真正受害的還是自己..

所以黑心油事件 怪不了廠商~

怪自己吧~

社會走到這裡~

老是民主自由的民主自由的
說難聽點 還不比戒嚴來的好不是嗎...

台灣真的要加油了~
錢歹賺~ 子細漢...

悲哀的台灣人~ 口口聲聲的...
結果自己卻親手把下一代推向地獄還不知道...

唉~
林委員啊~
要好好加油啊~

台灣剩下您這條最後的防線了...

前國民黨安南區青工會委員 兼小組長 留.
(PS.馬英九逼迫王院長時我舊影片燒黨證抗議退黨了)

反服貿-燒黨證退黨抗議-自拍影片 
https://www.youtube.com/watch?v=1OSDtvqUpQ8"
"1073","委員加油!"
"1074","感謝委員替台灣食安把關，感謝台灣有妳真好"
"1075","我跟你政黨不同 ... 但是我覺得你很認真 ( 廢油事件) 給你按讚!"
"1076","委員，加油！
並請保重自己，不要被黑心打敗了~~"
"1077","委員我之前幫你上傳的質詢影片上新聞了，加油。PTT鄉民支持妳。
我們會幫忙推廣，加油。

http://www.ettoday.net/news/20141013/412540.htm#ixzz3G08trFmV

影片跟逐字稿

1006 https://www.youtube.com/watch?v=_pn5wU393Yc
         http://www.ptt.cc/bbs/PublicIssue/M.1413086121.A.794.html

1008 https://www.youtube.com/watch?v=-eUf3VR3ahA
         http://www.ptt.cc/bbs/PublicIssue/M.1413086190.A.A6B.html

1009 https://www.youtube.com/watch?v=KVIarYKH9WM
         http://www.ptt.cc/bbs/PublicIssue/M.1412952247.A.16E.html"
"1078","請委員施壓國防部所屬福利社一起抵制頂新味全的產品！"
"1079","新北市立委林淑芬與台南市議員王定宇，在<統一油品有疑慮>高下立判。
 一個無畏懼財團商霸，在立法院公開大聲質疑統一，逼的統一公開說明並開放作業現場供媒體外界查看。
 另一個呢?邊賺通告費邊開講隱喻統一油品有疑慮，事情經民眾張揚其隱喻統一的油品有疑慮時，反而否認隱喻是統一並且出言恐嚇民眾。
 政客沒膽子就會姑息，姑息就是包庇，包庇就是黑心。
 希望統一油品沒有疑慮，否則民眾只能吃自己身上的油了。"
"1080","很認真的立法委員 ~ 加油"
"1081","加油!!!  努力幫我們國民徹查此事
謝謝你的努力
我相信大家都會看到的!"
"1082","當已經知道有腫瘤了
只是拒絕吃那些毒害物
卻不清除腫瘤
一樣會死

大家抵制的只是廠商
卻沒清除掉腐敗的政府瘤
這次頂新
下一個是??
瘤沒清除
永遠都是未爆彈

可以檢視製作進度流程嗎?
制度建立在罰則
沒有比較好
那也是查到才知道
預防勝於治療
目前公務員不像立委
他們寧願多一事不如少一事
這樣只會繼續腐敗下去"
"1083","林委員，加油，繼續追查工業用油進口的廠商來源，及出貨到什麼地方。這個都會有憑據的。未引爆食安靠妳了，把奸商全部揪出來。"
"1084","統一企業今天對外澄清進口飼料油,但未澄清食用豬油來源(用於由炸用油及調味包(尤其肉燥包);全台大宗食用豬油供應商多有問題,統一居然沒事??
其實查看豬油供應商(ex.強冠)之訂購單便可知是飼料廠或食品廠...
林立委我們支持您,加油！"
"1085","親愛的淑芬立委，謝謝妳的質詢問政，揪出黑心頂新跟黑心衛福部！ 加油！ 我們需要您！ 感謝您為民喉舌、用心問政"
"1086","建議請提案黑心廠商付全民健保費10年，為全民健康負責！"
"1087","林委員早安:
        是否可問大官及賣油廠商他家用的是什麼油?是否可公告給大家知道!"
"1088","(網路最新消息，請轉林委員)

前衛福部歐科長傳來：我今天不斷跟食品藥物檢驗署建議該如何修食品衛生管理法，看我給區管中心主任的話：
進口問題一個半月前我就跟妳提起了！現在證明我的判斷是正確的，進口黑心工業用黑心豬油！！
這次修法能不能針對未取得政府工廠登記證及營業證照所生產之加工食品均不得販售，包括取得原料取得之廠商或工廠不合法亦然。
如此方能課予生產廠商責任，負查證責任，避免他們做為規避託詞，且一定要有罰則，否則白訂。
而且不可有先改善條文，現在食品法很多條文都是要先通知改善，不改善才能罰，這幾乎是自廢武功條款嘛！
不提永遠無法杜絕黑心廠商。
先跟潘志寬提，就說是我的建議，畢竟他是食品組組長，如果他也沒意願，那我就向林淑芬提了。
為了國家長治久安，也為了徹底解決食品問題，立的法就必須有前瞻性。否則，永遠頭痛醫頭，腳痛醫腳，事件將層出不窮，永遠無法杜絕黑心廠商。"
"1089","林淑芬，你做的真出色 ! 讚 !"
"1090","委員謝謝你，台灣有你真好！"
"1091","委員不查查黃豆嗎~~基改豆飼料豆都變成食品下肚了"
"1092","加油!!"
"1093","看三立的報導來按讚"
"1094","林委員 , 懇請您繼續揪出黑心油,讓它一次暴個徹底 , 還給人民一個安全的食品環境. 加油!"
"1095","我是一個非常渺小的愛台客。請放心去問政，所有愛台灣的人會挺你的。"
"1096","想麻煩您，現在聽說大統油品又出現了!更名為長輝，聽到時感到恐懼萬分，離上次事件才多久啊!又起死回生，可以請您調查一下嗎?因為工作的關係我必需外食，最近的食安問題實在讓我無所適從，也不知該求助於誰?
拜託您！"
"1097","來朝聖戰神了"
"1098","統一關係企業\"統清\"也買了強冠的豬油(數量上千噸)為什麼政府及衛福部都沒發現呢?"
"1099","衝吧，但是要注意自己安全"
"1100","謝謝台灣有你，但務必小心自己安全。"
"1101","加油! 還好有妳! ^^"
"1102","加油~"
"1103","一如我見（蔬食）海苔飯捲"
"1104","網友們, 請別忘了去, 加入\" 食安戰神 \"「林淑芬」的粉絲團！

我們針對那些, 護航黑心商的官員，是應該要被全民唾棄；
但對於努力揭發真相的 \" 食安戰神 \"「林淑芬」，更應該用力鼓勵啊!!
千萬別讓 正義的想法、和勇敢、無畏的立委，被 消音、被抹煞了!!!

三重、蘆洲的網友們, 更應該要加入食安戰神「林淑芬」的粉絲團吧!!!!

食安戰神「林淑芬」左打頂新、右轟統一　粉絲數竟不到五千
"
"1105","這件事可以發聲一下嗎？
"
"1106","謝謝妳。"
"1107","委員您好，謝謝你為食安有積極作為。雖然有一點影響到我，但我認為您只是做你該做的，所以跟你說謝謝！
最近看到媒體報章在非客觀報導食品加工技術乙事，這點希望您能夠在媒體等公開場合為我們學食品專業的人澄清這項技術並不是為了\"化腐朽為新鮮“。
“油脂精煉技術”是為了將油脂中的雜質去除，提升品質及延長保存。因為要說明白會花很多時間，這邊想請您能夠參閱下列文獻，或是請教油脂公會的專家。

如果可以請到郝市長在備詢時說明更好，因為今天要去1999信箱時，才發現郝市長是食品科學博士，之前的經歷好像就是做油脂的專家，這樣的公眾人物很適合為我們說明食品加工技術。

另外也教我們如何辨認飼料油及食用豬油，我被問的不知道如何去說明會更好。

在此跟你說聲謝謝，感恩，辛苦了。

新聞連結：
http://www.setnews.net/News.aspx?PageGroupID=4&NewsID=43767&fb_action_ids=10205338680893583&fb_action_types=og.comments
參考文獻：
http://www.cnsonline.com.tw/?node=detail&generalno=8156&locale=zh_TW
http://ussec.org/wp-content/uploads/sites/6/2013/06/tech2-12.pdf
http://www.ilshb.gov.tw/epaper/view.php?id=362
"
"1108","我無政黨之分；只有對錯之別
--------------------------------
謝謝您的揭發，讓我免於惡疾的感染。
我更替我週遭的親友們，跟您說聲……【謝謝】"
"1109","加油 正氣立委"
"1110","https://www.facebook.com/Guard.animals/photos/a.674112336017396.1073741863.175111619250806/712904662138163/?type=1&theater"
"1111","謝謝你"
"1112","惡劣！正義公司的豬油，檢驗報告顯示，含有重金屬「鉻」以及雞的成分，檢方合理懷疑，正義公司的豬油極可能是回收油，或品質差的飼料油，而且正義高層都知情!!

可恨!!! 衛福部以前明明應該很容易就已經查出來了, 為何還一手遮天的都掩蓋掉了, 而一直到今天檢察官介入後, 才願意據實報告呢!!!!????

他 \"馬\" 的 這些 \" 混吃等死 \" 黑心政府官員 、爛團隊是, 
就是這樣的 官商勾結、喪盡天良 為 無良奸商 當 門神的! 
就是這樣的 用那 魚目混珠一貫伎倆, 替 混油奸商 掩飾、脫罪、護航的!!、
 就是這樣的 以合法掩護非法、夾帶矇騙、包藏禍心 的來一再 誣陷忠良、傷害全民健康的!!!
可惡、可恨 至極!!!!

2014-10-14 22:59 壹電視
http://www.nexttv.com.tw/news/realtime/social/11161476/劣！正義豬油不純　竟含重金屬還有「雞」"
"1113","堅決質疑 HACCP餐飲服務業應聘任食品技師或營養師 為什麼?! 餐飲服務業的核心價值在\"廚藝展現\"與\"服務感受\"，這些跟\"營養師\"或\"會寫順丁烯二酐酸化學式的食品技師\"有多少相關? 政府若只是為了替考取證照的此類人士強制安插工作機會，業者，為何不挺身而出，據理抗爭?! 之前，主管機關鼓勵餐飲服務業自主申請HACCP衛生評鑑，其中食品安全管制系統準則已經規範須指定衛生管理專責人員 業者也依規定指定專任或兼任衛管，才能取得HACCP認證。行之有年至今，這些衛管也取得60A+60B，及每年專業訓練。而今又強制業者須聘任營養師或食品技師，擔任衛管工作。 不僅是無知，更為無理! 叫現任衛管何去何從?! 當初公司聘任時未要求具專業證照，而今若要求其考取營養師證照或食品技師證照，否則不予續聘，或要求其去職，是違反工作權的! 可以訴請勞基法解釋! 而老實講，一個星級飯店，聘一個營養師，或食品技師，是充分必要的嗎?????????????? 我的建議，給無能無理不食人間煙火的主管單位一個台階下---- 可以舉辦\"在職專班\"，提供現任餐飲業衛管人員相關專業訓練，(食品安全管理相關)，受訓期滿並通過測試，即具專業資格。 這總比從外部聘一個跟餐飲服務業不相干的食品技師或營養師實際得多吧?! 外聘一個食品技師在飯店是教大家更會善加利用食品添加物嗎？製造更多的食安問題嗎？"
"1114","可惜你不在我的選區, 不然的話以後選票都只投給你"
"1115","追查頂腥集團的烏心，真頂真！"
"1116","林委員好：
近日食用油脂風暴，又引起各界的檢討聲浪，要如何有效降低或甚至杜絕未來之食品風暴之發生，要如何著手呢？個人很認同以下之觀點，提供供參：
立法院法制局在今年3月提出「食品安全管制系統相關問題與修法方向之研析」報告中指出，應建立食品技師（士）簽證輔導制度、建置食品技師安全管理資訊系統與網路資訊平台。如今可利用政府目前正在建構之「食品業者登錄制度」，與「食品及其相關產品追溯追蹤系統」的兩個平台加以整合。廠商相關內部資料由廠內專責之食品技師維護，交由第三方食品技師簽證，並由公職食品技師作最後稽核確認。

其因何在？理由如下：
1. 問題出在源頭：在這次的頂新與正義添加飼料用油事件中，事件的揭發都是由民間或內部人員檢舉才能使其攤在陽光下，而這期間您我及國人不知已吃了多少問題油了；因此，在食品的加工製造過程中，若能有三個不同領域與角色的食品技師管控，應能將食品之問題有效降低甚至杜絕。
2. 食品安全管制系統相關問題與修法方向之研析中：對第三方食品技師(與公司無利害關係者)的角色可設計尤如會計師或獨立董監事與公司之角色，對公司的產品製造過程做不定期的管控與稽核；此外，倘使公司不受第三方食品技師之稽核，食品技師可不給于簽證；當然簽證之食品技師若有怠惰、失責或牽扯利益輸送關係，則應受懲戒，如記缺失、過或甚至撤照及負民、刑事責任等，以達實際利益迴避管控及稽核之效果；準此，問題食品或公司當可提早被揪出，則我國人當可減低或杜絕吃到問題食品之時間與機會。

在此關鍵時刻，本人建議：
「立法諸公及行政部門相關單位，可力促此觀念的食品安全管制系統通過，當可有效杜絕未來問題食品之發生。」"
"1117","請委員也好好幫查一下植物油  一定有問題"
"1118","來來來 大家一起來按讚!
這社會的正義 不容被輕忽!
台灣 需要您這樣子的人物喔 :)"
"1119","發起全民出資收購\"味全\"，將味全的技術留在台灣
https://tw.news.yahoo.com/%E5%8A%A3%E6%B2%B9%E9%A2%A8%E6%9A%B4-%E7%8D%A8%E5%AE%B6-%E9%A1%AB%E6%8A%96%E6%B1%82%E7%B5%A6%E7%94%9F%E5%AD%98%E7%A9%BA%E9%96%93-%E5%91%B3%E5%85%A8%E8%80%81%E5%93%A1%E5%B7%A5%E5%90%90%E5%BF%83%E8%81%B2-114100139.html"
"1120","委員您好，可否也幫忙把關追蹤這個更毒的問題：開放12項有害廢五金以及零關稅進口
"
"1121","在現代的社會。像她敢言敢做。實在聊聊無幾。每個人只會保護自己。自私自利。沒有幾個在為社會貢獻。"
"1122","淑芬立委加油！你真的好棒~我們要感謝您！  ^_^"
"1123","我是台灣人，不是也不願當共產極權專制下的中國人！ 我懷抱的是台灣夢，我的台灣夢是這樣：建設海洋台灣成為一個保有中華優良文化和優美繁體字，並吸收全世界優良文化，且享有宗教信仰自由，真正落實民有、民治、民享，如以色列國般小而美的新而獨立的民主強國！
實踐台灣大願景的第一步是制定台灣人的憲法，施行台灣版的「明治維新」，讓台灣脫胎換骨朝富強的正確軌道航行；並訂定美語為台灣官方語言之一，讓台灣與世界更接軌，海洋台灣的生機是航向全世界，而不是鎖入共產極權專制中國成為它的一部分，而是台灣成為台灣人的一個主權獨立的民主國家！"
"1124","請您加油！！gogogo !!"
"1125","委員加油！！"
"1126","早餐用的美奶姿也是用油打出來的  快去查吧   康寶  美而美  美芝城"
"1127","林委員好,
真是辛苦您了!
那些化妝品洗髮精廠商也很黑, 他們應該已經開始淹滅證據了, 還有別的委員可以幫忙查嗎? 政府不積極很擔心委員會過牢死啊! 
我在外商廣告公司擔任創意約15年, 我也很懷疑那些食品及日用品!"
"1128","委員加油！台灣有妳真好！"
"1129","Carole tells me I should press \"like\"."
"1130","林立委 我來讚聲了.....請繼續努力

"
"1131","加油。我支持您!!"
"1132","超市 裡 頂新味全下架，換
【統一】， 會沒有嗎 ？
花十億蓋食安大樓 ？ 證據 處理 好了 ？ 不 還有 一顆 嗎 ？"
"1133","台灣未來靠你了!!!!"
"1134","感謝委員幫小市民把關那最卑微的願望"
"1135","對統清及南僑 (說工業用油人員疏失誤報關就沒事了,工業用油連飼料用都不可以,誇張的是政府及官員們大家都相信了) 怎麼大家都輕輕放了,愧快我們對你的期待
讚讚 ·  · 分享"
"1136","謝謝您為台灣付出的心力  加油!!"
"1137","粉絲太少~ 我來按讚!"
"1138","台灣與大陸夾殺頂新，需要預防他們像王又曾一樣逃美國！"
"1139","謝謝您 淑芬委員 : 我們需要認真做事為民把關的好立委 加油"
"1140","加油!!您的努力我們看的見!!"
"1141","謝謝您"
"1142","只想說：您太棒了!"
"1143","三蘆之光"
"1144","林委員加油!!!已經破1萬了!!!"
"1145","加油....林淑芬委員...支持妳!"
"1146","還想再玩 \" 花錢消災 \" 來達到 \"官商勾結\"、 \" 捐款除罪 \" 賄絡的特權把戲?
接著
 再來個 \" 斷尾求生 \" 以便準備將來再進行 \" 借屍還魂 \" 的詭計??
企圖 
\" 混淆焦點 \" \" 轉移目標 \"、來達到欺騙大眾 的春秋大美夢!!!!!!!!!!

 在頂新記者會聲明全文, 
看不到魏家一絲絲的羞愧之心、和半丁點的懺悔之意! 只有傲慢!!
還在說甚<U+9EBD>:
 ..., 今天，在台灣，在大家都想「滅頂」的局面下，我先再一次道歉！

就好像是, 
全台灣人民都在聯合迫害你們似的???????????

又說甚<U+9EBD>:
 ..., 既然大家都懷疑，我們決定請一位熱愛台灣、並且具備標竿企業經營的優良管理者當見證，....

就如同是, 
大家同胞們, 都懷疑冤枉了你們, 讓你們受到很大的委屈了!!!!!!!!!!!!!!!!!!!
http://www.appledaily.com.tw/realtimenews/article/life/20141016/489170

魏應充在偵查庭內還在, 否認知情進口飼料油當食用油販售，並強調頂新進口的油品都符合國內法規。一點的悔意都沒有!!!!!!!!!!!!!!
http://www.appledaily.com.tw/realtimenews/article/local/20141016/489234/

你們魏家真是夠了!!!!!!!!!!!!!!!!!!!!!!!!!!!!
就讓全台灣人民, 
把你們, 連同那些 
 都在 \"混吃等死\", 
他 \"馬的\" 門神、護法、立委、貪官、污吏 的爛政府團隊, 
一起都給滅了吧!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

http://www.appledaily.com.tw/realtimenews/article/life/20141016/489235/"
"1147","委員建議你用粉絲團PO文，再分享到自己的私人頁面!
隱私性和對於粉絲頁面的評分都比較好!"
"1148","呼籲建立\"全民健保食品藥物安全基金\"
食安重傷全民健康
應由立法院立法代位求償 提起公民正義之訴
重罰求償建立\"全民健保食品藥物安全基金\"以補救即將破產的全民健保系統
還食品藥物安全於全民"
"1149","食安戰神加油 !"
"1150","我的個人臉書帳號被其他人存取使用
為了保障帳號安全，目前本人無法進入臉書

我必須嚴正譴責駭客入侵背後的主謀
譴責對言論自由的打壓
也譴責臉書管制寬鬆、放任這些駭客為所欲為
要求臉書儘速恢復本人帳號
避免文章遭刪除
也要求警政署立即調查本人帳號遭駭客入侵事件！"
"1151","委員加油! 誰這麼卑鄙 動人家帳號"
"1152","破萬 ！"
"1153","『統一』未爆彈！新聞媒體不敢報！台灣政府被財團控制，人民只好洗腎到死！

內文來源 : "
"1154","[更新訊息]

經確認我的個人臉書帳號被其他人存取使用
臉書為了保障帳號安全，所以臉書被關閉

對於本人臉書帳號凌晨2：28、2：34被入侵，也請刑事局立即偵辦是誰入侵帳號。

上則發文造成驚動，敬請見諒。"
"1155","林委員，我們知道您很勇敢、不怕惡勢力，但藍軍的手段多髒
大家都看過，請千萬、千萬要保重、注意自已的周遭的危險~"
"1156","林委員:
跟您投訴一件事情好嗎? 
食品安全問題~

昨天潤泰集團出來當保證~
但是我要說的一件事情~
 
我要爆料~ 
我已經通知東森了~ 
至於會不會處理我不知道

關於食品安全問題的部份~

我以前曾經在亞太量販店-熟食課上班
(目前已經被收購改名為XX發集團)
關於公司有販賣熟食部分

其中滷味~ 腿庫~ 豬心部份

當中的腿庫很恐怖~

滷好的整顆的腿庫擺著賣

大約賣2天左右~

等熱到賣相不佳~

幹部教員工採用切割法

將賣相不好的腿庫切片

搭配生鮮部剩下的 \"蒜啊\"

及辣椒切片 用保鮮膜封裝後販售

所以基本上我們這10年來所吃的魯的~

都是這樣子來的...

至於肉品部份是不新鮮了~

再來是 \"蒜啊\" 也是爛了再不能爛~
用水搓掉滑滑的腐爛的蒜啊~
剩下比較清脆部分切片(斜切)

用些辣椒也是斜切片~

放入保麗龍盤子

再用保鮮膜封裝 貼貼紙(標價及有效日期)

上架...

附上圖片說明1張喔~

綜合以上結論~
當我離職後 都會告訴親朋好友~ 
要買的話買整坨的剛滷出來~
千萬不要買切片的~

因為切片的不新鮮...."
"1157","那時候還有更狠的~
整箱冷凍進口的豬耳朵(煮熟)

拿出來退冰~
然後加上調味料~
戴上手套 攪拌後入冰箱 
1天後拿出來賣...

更扯的~
毛豆~ 也是整箱水煮好的
用相關調味料~
沙拉油+八角=八角油
然後辣油
胡椒粉
鹽
味精
糖
香油

攪拌後放入冰箱
推出來賣...

藥膳豬心就更別說了~
美國豬心~
退冰~
煮熟(不去血水)
中藥 鹽巴 味精 糖
推出來賣...

很多很多數不勝數...

你們敢吃嗎?
我疑問的是~
如果現在接手亞太的XX發集團
如果沿用以前的方式

那我敢說~ 你們已經吃了1X年都是如此的黑心商品摟~"
"1158","這些是食品安全~ 
還有日常用品 要是我爆料了~
大家不敢買了...

牙線棒來說
一些業者進貨整箱裸裝的牙線棒
由監獄的受刑人代工

其中監獄都不用衛生紙嚓PP~
大多數用手跟清潔劑(沐浴乳之類的)水洗~

然後哩~ 有些沒衛生的受刑人沒洗手
然後中間就開始包裝

我要強調的是 當中沒有使用手套

要是剛好有個大號出來的受刑人沒洗手出來包裝..

另外啊~
還有受刑人感冒~ 打噴嚏 手不遮擋~
全部噴在牙線棒上面..

衛生可靠嗎?
NONONO~

你們敢用嗎?
我是不敢.."
